00SG               20231206                                                                                   
0601SGA3Y       20240101002045100000005000 0300000050001793   
0601SGA3Y       20240101002050100000005000 0300000050001795   
0601SGA3Y       20240101002055100000005000 0300000050001798   
0601SGA3Y       20240101002060100000005000 0300000050001803   
0601SGA3Y       20240101002065100000005000 0300000050001805   
0601SGA3Y       20240101002070100000005000 0300000050001808   
0601SGA3Y       20240101002075100000005000 0300000050001812   
0601SGA3Y       20240101002080100000005000 0300000050001815   
0601SGA3Y       20240101002085100000005000 0300000050001818   
0601SGA3Y       20240101002090100000005000 0300000050001822   
0601SGA3Y       20240101002095100000005000 0300000050001825   
0601SGA3Y       20240101002100100000005000 0300000050001828   
0601SGA3Y       20240101002105100000005000 0300000050001832   
0601SGA3Y       20240101002110100000005000 0300000050001834   
0601SGA3Y       20240101002115100000005000 0300000050001837   
0601SGA3Y       20240101002120100000005000 0300000050001841   
0601SGA3Y       20240101002125100000005000 0300000050001844   
0601SGA3Y       20240101002130100000005000 0300000050001846   
0601SGA3Y       20240101002135100000005000 0300000050001850   
0601SGA3Y       20240101002140100000005000 0300000050001853   
0601SGA3Y       20240101002145100000005000 0300000050001855   
0601SGA3Y       20240101002150100000005000 0300000050001858   
0601SGA3Y       20240101002155100000005000 0300000050001862   
0601SGA3Y       20240101002160100000005000 0300000050001865   
0601SGA3Y       20240101002165100000005000 0300000050001867   
0601SGA3Y       20240101002170100000005000 0300000050001871   
0601SGA3Y       20240101002175100000005000 0300000050001873   
0601SGA3Y       20240101002180100000005000 0300000050001876   
0601SGA3Y       20240101002185100000005000 0300000050001880   
0601SGA3Y       20240101002190100000005000 0300000050001882   
0601SGA3Y       20240101002195100000005000 0300000050001885   
0601SGA3Y       20240101002200100000005000 0300000050001889   
0601SGA3Y       20240101002205100000005000 0300000050001891   
0601SGA3Y       20240101002210100000005000 0300000050001893   
0601SGA3Y       20240101002215100000005000 0300000050001897   
0601SGA3Y       20240101002220100000005000 0300000050001900   
0601SGA3Y       20240101002225100000005000 0300000050001902   
0601SGA3Y       20240101002230100000005000 0300000050001906   
0601SGA3Y       20240101002235100000005000 0300000050001908   
0601SGA3Y       20240101002240100000005000 0300000050001910   
0601SGA3Y       20240101002245100000005000 0300000050001914   
0601SGA3Y       20240101002250100000005000 0300000050001916   
0601SGA3Y       20240101002255100000005000 0300000050001919   
0601SGA3Y       20240101002260100000005000 0300000050001922   
0601SGA3Y       20240101002265100000005000 0300000050001925   
0601SGA3Y       20240101002270100000005000 0300000050001927   
0601SGA3Y       20240101002275100000005000 0300000050001930   
0601SGA3Y       20240101002280100000005000 0300000050001933   
0601SGA3Y       20240101002285100000005000 0300000050001935   
0601SGA3Y       20240101002290100000005000 0300000050001939   
0601SGA3Y       20240101002295100000005000 0300000050001941   
0601SGA3Y       20240101002300100000005000 0300000050001943   
0601SGA3Y       20240101002305100000005000 0300000050001945   
0601SGA3Y       20240101002310100000005000 0300000050001949   
0601SGA3Y       20240101002315100000005000 0300000050001951   
0601SGA3Y       20240101002320100000005000 0300000050001953   
0601SGA3Y       20240101002325100000005000 0300000050001957   
0601SGA3Y       20240101002330100000005000 0300000050001959   
0601SGA3Y       20240101002335100000005000 0300000050001961   
0601SGA3Y       20240101002340100000005000 0300000050001964   
0601SGA3Y       20240101002345100000005000 0300000050001966   
0601SGA3Y       20240101002350100000005000 0300000050001968   
0601SGA3Y       20240101002355100000005000 0300000050001972   
0601SGA3Y       20240101002360100000005000 0300000050001974   
0601SGA3Y       20240101002365100000005000 0300000050001976   
0601SGA3Y       20240101002370100000005000 0300000050001979   
0601SGA3Y       20240101002375100000005000 0300000050001981   
0601SGA3Y       20240101002380100000005000 0300000050001984   
0601SGA3Y       20240101002385100000005000 0300000050001987   
0601SGA3Y       20240101002390100000005000 0300000050001989   
0601SGA3Y       20240101002395100000005000 0300000050001991   
0601SGA3Y       20240101002400100000005000 0300000050001994   
0601SGA3Y       20240101002405100000005000 0300000050001996   
0601SGA3Y       20240101002410100000005000 0300000050001998   
0601SGA3Y       20240101002415100000005000 0300000050002001   
0601SGA3Y       20240101002420100000005000 0300000050002003   
0601SGA3Y       20240101002425100000005000 0300000050002005   
0601SGA3Y       20240101002430100000005000 0300000050002009   
0601SGA3Y       20240101002435100000005000 0300000050002011   
0601SGA3Y       20240101002440100000005000 0300000050002012   
0601SGA3Y       20240101002445100000005000 0300000050002014   
0601SGA3Y       20240101002450100000005000 0300000050002018   
0601SGA3Y       20240101002455100000005000 0300000050002019   
0601SGA3Y       20240101002460100000005000 0300000050002021   
0601SGA3Y       20240101002465100000005000 0300000050002025   
0601SGA3Y       20240101002470100000005000 0300000050002026   
0601SGA3Y       20240101002475100000005000 0300000050002028   
0601SGA3Y       20240101002480100000005000 0300000050002031   
0601SGA3Y       20240101002485100000005000 0300000050002033   
0601SGA3Y       20240101002490100000005000 0300000050002035   
0601SGA3Y       20240101002495100000005000 0300000050002038   
0601SGA3Y       20240101002500100000050000 0300000050002050   
0601SGA3Y       20240101002550100000050000 0300000050002071   
0601SGA3Y       20240101002600100000050000 0300000050002092   
0601SGA3Y       20240101002650100000050000 0300000050002112   
0601SGA3Y       20240101002700100000050000 0300000050002131   
0601SGA3Y       20240101002750100000050000 0300000050002149   
0601SGA3Y       20240101002800100000050000 0300000050002167   
0601SGA3Y       20240101002850100000050000 0300000050002185   
0601SGA3Y       20240101002900100000050000 0300000050002199   
0601SGA3Y       20240101002950100000050000 0300000050002212   
0601SGA3Y       20240101003000100000050000 0300000050002224   
0601SGA3Y       20240101003050100000050000 0300000050002236   
0601SGA3Y       20240101003100100000050000 0300000050002248   
0601SGA3Y       20240101003150100000050000 0300000050002259   
0601SGA3Y       20240101003200100000050000 0300000050002270   
0601SGA3Y       20240101003250100000050000 0300000050002280   
0601SGA3Y       20240101003300100000050000 0300000050002291   
0601SGA3Y       20240101003350100000050000 0300000050002301   
0601SGA3Y       20240101003400100000050000 0300000050002311   
0601SGA3Y       20240101003450100000050000 0300000050002320   
0601SGA3Y       20240101003500100000050000 0300000050002329   
0601SGA3Y       20240101003550100000050000 0300000050002338   
0601SGA3Y       20240101003600100000050000 0300000050002347   
0601SGA3Y       20240101003650100000050000 0300000050002355   
0601SGA3Y       20240101003700100000050000 0300000050002363   
0601SGA3Y       20240101003750100000050000 0300000050002371   
0601SGA3Y       20240101003800100000050000 0300000050002379   
0601SGA3Y       20240101003850100000050000 0300000050002387   
0601SGA3Y       20240101003900100000050000 0300000050002394   
0601SGA3Y       20240101003950100000050000 0300000050002401   
0601SGA3Y       20240101004000100000050000 0300000050002409   
0601SGA3Y       20240101004050100000050000 0300000050002415   
0601SGA3Y       20240101004100100000050000 0300000050002422   
0601SGA3Y       20240101004150100000050000 0300000050002428   
0601SGA3Y       20240101004200100000050000 0300000050002434   
0601SGA3Y       20240101004250100000050000 0300000050002441   
0601SGA3Y       20240101004300100000050000 0300000050002447   
0601SGA3Y       20240101004350100000050000 0300000050002453   
0601SGA3Y       20240101004400100000050000 0300000050002458   
0601SGA3Y       20240101004450100000050000 0300000050002465   
0601SGA3Y       20240101004500100000050000 0300000050002470   
0601SGA3Y       20240101004550100000050000 0300000050002475   
0601SGA3Y       20240101004600100000050000 0300000050002480   
0601SGA3Y       20240101004650100000050000 0300000050002485   
0601SGA3Y       20240101004700100000050000 0300000050002491   
0601SGA3Y       20240101004750100000050000 0300000050002496   
0601SGA3Y       20240101004800100000050000 0300000050002501   
0601SGA3Y       20240101004850100000050000 0300000050002505   
0601SGA3Y       20240101004900100000050000 0300000050002510   
0601SGA3Y       20240101004950100000050000 0300000050002515   
0601SGA3Y       20240101005000100000050000 0300000050002519   
0601SGA3Y       20240101005050100000050000 0300000050002523   
0601SGA3Y       20240101005100100000050000 0300000050002528   
0601SGA3Y       20240101005150100000050000 0300000050002532   
0601SGA3Y       20240101005200100000050000 0300000050002536   
0601SGA3Y       20240101005250100000050000 0300000050002540   
0601SGA3Y       20240101005300100000050000 0300000050002544   
0601SGA3Y       20240101005350100000050000 0300000050002548   
0601SGA3Y       20240101005400100000050000 0300000050002552   
0601SGA3Y       20240101005450100000050000 0300000050002556   
0601SGA3Y       20240101005500100000050000 0300000050002559   
0601SGA3Y       20240101005550100000050000 0300000050002563   
0601SGA3Y       20240101005600100000050000 0300000050002567   
0601SGA3Y       20240101005650100000050000 0300000050002570   
0601SGA3Y       20240101005700100000050000 0300000050002574   
0601SGA3Y       20240101005750100000050000 0300000050002577   
0601SGA3Y       20240101005800100000050000 0300000050002581   
0601SGA3Y       20240101005850100000050000 0300000050002584   
0601SGA3Y       20240101005900100000050000 0300000050002587   
0601SGA3Y       20240101005950100000050000 0300000050002590   
0601SGA3Y       20240101006000100000050000 0300000050002593   
0601SGA3Y       20240101006050100000050000 0300000050002596   
0601SGA3Y       20240101006100100000050000 0300000050002599   
0601SGA3Y       20240101006150100000050000 0300000050002602   
0601SGA3Y       20240101006200100000050000 0300000050002605   
0601SGA3Y       20240101006250100000050000 0300000050002608   
0601SGA3Y       20240101006300100000050000 0300000050002611   
0601SGA3Y       20240101006350100000050000 0300000050002614   
0601SGA3Y       20240101006400100000050000 0300000050002616   
0601SGA3Y       20240101006450100000050000 0300000050002619   
0601SGA3Y       20240101006500100000050000 0300000050002622   
0601SGA3Y       20240101006550100000050000 0300000050002624   
0601SGA3Y       20240101006600100000050000 0300000050002627   
0601SGA3Y       20240101006650100000050000 0300000050002629   
0601SGA3Y       20240101006700100000050000 0300000050002632   
0601SGA3Y       20240101006750100000050000 0300000050002634   
0601SGA3Y       20240101006800100000050000 0300000050002637   
0601SGA3Y       20240101006850100000050000 0300000050002639   
0601SGA3Y       20240101006900100000050000 0300000050002641   
0601SGA3Y       20240101006950100000050000 0300000050002644   
0601SGA3Y       20240101007000100000050000 0300000050002646   
0601SGA3Y       20240101007050100000050000 0300000050002648   
0601SGA3Y       20240101007100100000050000 0300000050002650   
0601SGA3Y       20240101007150100000050000 0300000050002653   
0601SGA3Y       20240101007200100000050000 0300000050002655   
